Year,Geography,GeographyType,Indicator,Drug type,Value,ValueType
2017,Johnson,County,Drug Overdose Deaths Involving All Opioids, All Opioids,1,Count
2017,Johnson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2017,Johnson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,1,Count
2017,Johnson,County,All Drug Overdose Deaths,All Drug Overdose Deaths,1,Count
2017,Johnson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count
2017,Johnson,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Rate
2017,Johnson,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2017,Johnson,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2017,Johnson,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2017,Johnson,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2017,Johnson,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2017,Johnson,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2017,Johnson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Johnson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2017,Johnson,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2017,Johnson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate
2017,Knox,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,89,Count
2017,Knox,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,48,Count
2017,Knox,County,Drug Overdose Deaths Involving Cocaine, Cocaine,55,Count
2017,Knox,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,110,Count
2017,Knox,County,Drug Overdose Deaths Involving Heroin, Heroin,45,Count
2017,Knox,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,91,Count
2017,Knox,County,Drug Overdose Deaths Involving All Opioids, All Opioids,196,Count
2017,Knox,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,61,Count
2017,Knox,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,41,Count
2017,Knox,County,All Drug Overdose Deaths,All Drug Overdose Deaths,242,Count
2017,Knox,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),46,Count
2017,Knox,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,19,Rate
2017,Knox,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,10,Rate
2017,Knox,County,Drug Overdose Deaths Involving Cocaine, Cocaine,12,Rate
2017,Knox,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,25,Rate
2017,Knox,County,Drug Overdose Deaths Involving Heroin, Heroin,10,Rate
2017,Knox,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,18,Rate
2017,Knox,County,Drug Overdose Deaths Involving All Opioids, All Opioids,42,Rate
2017,Knox,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,14,Rate
2017,Knox,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,9,Rate
2017,Knox,County,All Drug Overdose Deaths,All Drug Overdose Deaths,51,Rate
2017,Knox,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),10,Rate
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,89,Count
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,48,Count
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,55,Count
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,110,Count
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Heroin, Heroin,45,Count
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,91,Count
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving All Opioids, All Opioids,196,Count
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,61,Count
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,41,Count
2017,Knoxville and Knox Metro,Region,All Drug Overdose Deaths,All Drug Overdose Deaths,242,Count
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),46,Count
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,19,Rate
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,10,Rate
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,12,Rate
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,25,Rate
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Heroin, Heroin,10,Rate
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,18,Rate
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving All Opioids, All Opioids,42,Rate
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,14,Rate
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,9,Rate
2017,Knoxville and Knox Metro,Region,All Drug Overdose Deaths,All Drug Overdose Deaths,51,Rate
2017,Knoxville and Knox Metro,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),10,Rate
2017,Lake,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Count
2017,Lake,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2017,Lake,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2017,Lake,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2017,Lake,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2017,Lake,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Count
2017,Lake,County,Drug Overdose Deaths Involving All Opioids, All Opioids,0,Count
2017,Lake,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2017,Lake,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2017,Lake,County,All Drug Overdose Deaths,All Drug Overdose Deaths,1,Count
2017,Lake,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count
2017,Lake,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Rate
2017,Lake,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2017,Lake,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2017,Lake,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2017,Lake,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2017,Lake,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Rate
2017,Lake,County,Drug Overdose Deaths Involving All Opioids, All Opioids,0,Rate
2017,Lake,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Lake,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2017,Lake,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2017,Lake,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate
2017,Lauderdale,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,2,Count
2017,Lauderdale,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2017,Lauderdale,County,Drug Overdose Deaths Involving Cocaine, Cocaine,1,Count
2017,Lauderdale,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,2,Count
2017,Lauderdale,County,Drug Overdose Deaths Involving Heroin, Heroin,1,Count
2017,Lauderdale,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Count
2017,Lauderdale,County,Drug Overdose Deaths Involving All Opioids, All Opioids,2,Count
2017,Lauderdale,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2017,Lauderdale,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2017,Lauderdale,County,All Drug Overdose Deaths,All Drug Overdose Deaths,5,Count
2017,Lauderdale,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2017,Lauderdale,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2017,Lauderdale,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2017,Lauderdale,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2017,Lauderdale,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2017,Lauderdale,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2017,Lauderdale,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Rate
2017,Lauderdale,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2017,Lauderdale,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Lauderdale,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2017,Lauderdale,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2017,Lauderdale,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2017,Lawrence,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,2,Count
2017,Lawrence,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,4,Count
2017,Lawrence,County,Drug Overdose Deaths Involving Cocaine, Cocaine,1,Count
2017,Lawrence,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2017,Lawrence,County,Drug Overdose Deaths Involving Heroin, Heroin,2,Count
2017,Lawrence,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Count
2017,Lawrence,County,Drug Overdose Deaths Involving All Opioids, All Opioids,7,Count
2017,Lawrence,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,1,Count
2017,Lawrence,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,4,Count
2017,Lawrence,County,All Drug Overdose Deaths,All Drug Overdose Deaths,11,Count
2017,Lawrence,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2017,Lawrence,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2017,Lawrence,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2017,Lawrence,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2017,Lawrence,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2017,Lawrence,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2017,Lawrence,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2017,Lawrence,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2017,Lawrence,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Lawrence,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2017,Lawrence,County,All Drug Overdose Deaths,All Drug Overdose Deaths,28,Rate
2017,Lawrence,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2017,Lewis,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,1,Count
2017,Lewis,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,1,Count
2017,Lewis,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2017,Lewis,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,1,Count
2017,Lewis,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2017,Lewis,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,2,Count
2017,Lewis,County,Drug Overdose Deaths Involving All Opioids, All Opioids,2,Count
2017,Lewis,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2017,Lewis,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,1,Count
2017,Lewis,County,All Drug Overdose Deaths,All Drug Overdose Deaths,6,Count
2017,Lewis,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2017,Lewis,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2017,Lewis,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2017,Lewis,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2017,Lewis,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2017,Lewis,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2017,Lewis,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2017,Lewis,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2017,Lewis,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Lewis,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2017,Lewis,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2017,Lewis,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2017,Lincoln,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,2,Count
2017,Lincoln,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,3,Count
2017,Lincoln,County,Drug Overdose Deaths Involving Cocaine, Cocaine,1,Count
2017,Lincoln,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,1,Count
2017,Lincoln,County,Drug Overdose Deaths Involving Heroin, Heroin,1,Count
2017,Lincoln,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,2,Count
2017,Lincoln,County,Drug Overdose Deaths Involving All Opioids, All Opioids,4,Count
2017,Lincoln,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,1,Count
2017,Lincoln,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,3,Count
2017,Lincoln,County,All Drug Overdose Deaths,All Drug Overdose Deaths,5,Count
2017,Lincoln,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2017,Lincoln,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2017,Lincoln,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2017,Lincoln,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2017,Lincoln,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2017,Lincoln,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2017,Lincoln,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2017,Lincoln,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2017,Lincoln,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Lincoln,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2017,Lincoln,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2017,Lincoln,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2017,Loudon,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,5,Count
2017,Loudon,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,4,Count
2017,Loudon,County,Drug Overdose Deaths Involving Cocaine, Cocaine,1,Count
2017,Loudon,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,6,Count
2017,Loudon,County,Drug Overdose Deaths Involving Heroin, Heroin,2,Count
2017,Loudon,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,10,Count
2017,Loudon,County,Drug Overdose Deaths Involving All Opioids, All Opioids,18,Count
2017,Loudon,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,3,Count
2017,Loudon,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,4,Count
2017,Loudon,County,All Drug Overdose Deaths,All Drug Overdose Deaths,22,Count
2017,Loudon,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),4,Count
2017,Loudon,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2017,Loudon,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2017,Loudon,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2017,Loudon,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2017,Loudon,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2017,Loudon,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,25,Rate
2017,Loudon,County,Drug Overdose Deaths Involving All Opioids, All Opioids,42,Rate
2017,Loudon,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Loudon,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2017,Loudon,County,All Drug Overdose Deaths,All Drug Overdose Deaths,49,Rate
2017,Loudon,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2017,Macon,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Count
2017,Macon,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2017,Macon,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2017,Macon,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,1,Count
2017,Macon,County,Drug Overdose Deaths Involving Heroin, Heroin,1,Count
2017,Macon,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Count
2017,Macon,County,Drug Overdose Deaths Involving All Opioids, All Opioids,2,Count
2017,Macon,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2017,Macon,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2017,Macon,County,All Drug Overdose Deaths,All Drug Overdose Deaths,3,Count
2017,Macon,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count
2017,Macon,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Rate
2017,Macon,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2017,Macon,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2017,Macon,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2017,Macon,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2017,Macon,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,0,Rate
2017,Macon,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2017,Macon,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Macon,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2017,Macon,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2017,Macon,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate
2017,Madison,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,3,Count
2017,Madison,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,3,Count
2017,Madison,County,Drug Overdose Deaths Involving Cocaine, Cocaine,2,Count
2017,Madison,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,5,Count
2017,Madison,County,Drug Overdose Deaths Involving Heroin, Heroin,2,Count
2017,Madison,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Count
2017,Madison,County,Drug Overdose Deaths Involving All Opioids, All Opioids,12,Count
2017,Madison,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,1,Count
2017,Madison,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,3,Count
2017,Madison,County,All Drug Overdose Deaths,All Drug Overdose Deaths,16,Count
2017,Madison,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2017,Madison,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2017,Madison,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2017,Madison,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2017,Madison,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2017,Madison,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2017,Madison,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2017,Madison,County,Drug Overdose Deaths Involving All Opioids, All Opioids,13,Rate
2017,Madison,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Madison,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2017,Madison,County,All Drug Overdose Deaths,All Drug Overdose Deaths,18,Rate
2017,Madison,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2017,Marion,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,2,Count
2017,Marion,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2017,Marion,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2017,Marion,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2017,Marion,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2017,Marion,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,1,Count
2017,Marion,County,Drug Overdose Deaths Involving All Opioids, All Opioids,2,Count
2017,Marion,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2017,Marion,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2017,Marion,County,All Drug Overdose Deaths,All Drug Overdose Deaths,8,Count
2017,Marion,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),2,Count
2017,Marion,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2017,Marion,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2017,Marion,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2017,Marion,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2017,Marion,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2017,Marion,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2017,Marion,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2017,Marion,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Marion,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2017,Marion,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2017,Marion,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2017,Marshall,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,1,Count
2017,Marshall,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,4,Count
2017,Marshall,County,Drug Overdose Deaths Involving Cocaine, Cocaine,1,Count
2017,Marshall,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2017,Marshall,County,Drug Overdose Deaths Involving Heroin, Heroin,2,Count
2017,Marshall,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,2,Count
2017,Marshall,County,Drug Overdose Deaths Involving All Opioids, All Opioids,6,Count
2017,Marshall,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,1,Count
2017,Marshall,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,4,Count
2017,Marshall,County,All Drug Overdose Deaths,All Drug Overdose Deaths,9,Count
2017,Marshall,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count
2017,Marshall,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2017,Marshall,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2017,Marshall,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2017,Marshall,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2017,Marshall,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2017,Marshall,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2017,Marshall,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2017,Marshall,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Marshall,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2017,Marshall,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2017,Marshall,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate
